activities,content_type,creation_time,id,is_branded_content,lang,link_attachment.caption,link_attachment.description,link_attachment.link,link_attachment.name,match_type,mcl_url,modified_time,multimedia,post_owner.type,post_owner.id,post_owner.name,post_owner.username,shared_post_id,statistics.angry_count,statistics.care_count,statistics.comment_count,statistics.haha_count,statistics.like_count,statistics.love_count,statistics.reaction_count,statistics.sad_count,statistics.share_count,statistics.views,statistics.views_date_last_refreshed,statistics.wow_count,surface.type,surface.id,surface.name,surface.username,text
,videos,2025-01-28T16:25:51+00:00,1587333231906022,false,,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/1587333231906022/,2025-01-31T10:41:41+00:00,"[{""id"":""1587333231906022"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZu6_gkleqOXan_pidsvBu3a8pKLT7q6kV_HzAIB50itJgGdIW-PafuqyRZLpZ1Znj9SBiG_ot1HC0vOXmti8TF6BUKPmYgUbR4a7pIku1tvAGZjaXzXIcIF7JsxDdht3aeS51pN0ThZSjFaq03qpg""}]",page,320290480623589,SPD,SPD,,0,0,0,0,1,0,1,0,0,,,0,page,320290480623589,SPD,SPD,
,albums,2025-01-28T16:10:06+00:00,1870317760169793,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/1870317760169793/,2025-01-29T09:09:16+00:00,"[{""id"":""627242719789381"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZtAFrGfQdBjjmEyynHNRgIvhwKF8LDh0qUV2HzJbDaVmKF1AFbw3TjENiC4zJRb09CqRPHVJmRvEE2JLNHObxPAT4FTwScNQHrM4ZNPw5Ey33EGMmwQggEoHrDOZaPR1CoZPWBuzwlpu9DAgrbU""},{""id"":""1715152039215374"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZsgYAhMXhEUTjJ5kAR-FqzohwnkPG12r0ZCO86-ozlogz7ZF5YNUK7zr_4wuEOpXVysIP3PJ-QWE8euZVSRZ3uClQfbnlrwtQikFHJ7mlU2gA6gV4BFHgpxsGMfHE6kg7PByCvmAquLWS5RUsvv6g""},{""id"":""927302116053320"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZufoKMv_uGrsYLPc7h2vBvu3mINiFGlCmlkDj0b8ZXcb-VOZW_aZLAtL2kRTSOGRuNPcVKJlEYx84ruKeBKZ6PWbOp3FvLB7awIDMGLk19k5CuRP85-53m7rEONabUUIWJjqRnSudSHNewPX4Ez""}]",page,360603663376469,V-Partei³,VPartei,,1,0,2,0,13,1,15,0,2,631,2025-02-01,0,page,360603663376469,V-Partei³,VPartei,"Veganuary 2025 - Vegane Helden
💚 Inga Gollnow 💚

Was machst Du beruflich oder im Alltag?
„Ich verwandle Daten in Erkenntnisse, fördere Innovationen und setze mich als Landesvorsitzende der V-Partei³ in Hamburg für eine nachhaltige Zukunft ein.“

Tipp für den Veganuary?
„Veränderung ist nie einfach, weder für dich noch für dein Umfeld. Selbst dein Blick beim Einkaufen wird sich ändern. Familie und Freunde brauchen Zeit, um deine Entscheidung zu verstehen – bleib geduldig. Werde Teil der V-Partei³ und einer unterstützenden veganen Community, die dir den Rücken stärkt!“

Liebstes Veganuary-Rezept?
„In dieser Jahreszeit wärmt ein Eintopf von innen und sorgt für ein wohliges Sättigungsgefühl. Dieses vegane Rezept mit Linsen und Süßkartoffeln vereint beides auf besonders köstliche Weise!
https://veganuary.com/de/rezepte/orientalischer-linsen-suesskartoffeleintopf-mit-feige-und-kraeuterseitan/„

#veganuary2025 #Veganuary #veganrezepte #rezeptvegan #vegannews #veggies #bewussterleben #veganfürdietiere #veganismus #ernährungswende #govegan #vegandeutschland #tierrechte #veganhamburg #Hamburg #hamburgvegan #innovation"
,videos,2025-01-28T16:09:28+00:00,631855549402366,false,,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/631855549402366/,2025-02-02T23:38:07+00:00,"[{""id"":""631855549402366"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZtiNwdqlSBX4Irn3t7IUzC-MEjwVt1RdypOeKV2JvdBidxzoHrt5-mxe75qXpBtFcD2NvnE1kOF9mKmZPIMQSz4kfmuBuaFzDwFyemaZLjHyp2xzyR9RF3c0qC2pKeShfKgmpH0bdG8dsRhwH0x""}]",page,1089863868701230,"Die Linke",linkspartei,,0,0,0,0,0,0,0,0,0,,,0,page,1089863868701230,"Die Linke",linkspartei,
,videos,2025-01-28T16:09:15+00:00,1142913014009440,false,,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/1142913014009440/,2025-02-02T23:38:07+00:00,"[{""id"":""1142913014009440"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZvoVCG6aQP73mtBQOQrX_PCbjQBBzarm6SsoFXfflHNUQLtWPZI5_n4HISqaTvH09p7hbxKMIEGbZy3NBYP0gt0Z6PsFWd0TzIt_yjrpqbxlFNAot6SATAX3GnIOXPgeyiIBYByp5-Q0DPIGX-d2g""}]",page,1089863868701230,"Die Linke",linkspartei,,0,0,0,0,3,0,3,0,0,,,0,page,1089863868701230,"Die Linke",linkspartei,
,videos,2025-01-28T16:08:56+00:00,787775706886970,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/787775706886970/,2025-02-01T08:44:39+00:00,"[{""id"":""1253761299060256"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZtgu5EASVzVIW0P5kM5QalXLx4rrEoFTDH1_b0jr0-q-x3pTd6OhQfig4eZ-n7mJdQvYvs6fi3rIuQJu1N3TmOtqSHUo2ESH5mvJe-OvIW8XEAptVkLhNuNcKb9jSeqCc3abxVYUBvO5TMW5_NfEA""}]",page,1488921141683197,"BÜNDNIS 90/DIE GRÜNEN",B90DieGruenen,,38,0,264,296,486,48,869,0,80,15591,2025-02-01,1,page,1488921141683197,"BÜNDNIS 90/DIE GRÜNEN",B90DieGruenen,"Die Schuldenbremse ist nicht grundsätzlich falsch, doch sie muss dringend reformiert werden. Marode Brücken, überlastete Schleusen und schlecht ausgestattete Schulen schaden schon heute unserer Wirtschaft.
Wir setzen uns dafür ein, jetzt in Infrastruktur, Bildung, Digitalisierung und Klimaschutz zu investieren. Denn wir dürfen den nachfolgenden Generationen kein marodes Land hinterlassen – unser Ziel ist eine moderne und gerechte Zukunft für alle."
,links,2025-01-28T15:45:06+00:00,1025305026306086,false,de,youtube.com,"Weder Russland noch die Vereinigten Staaten oder andere Staaten sollten als Feinde betrachtet werden. Staaten handeln im Rahmen ihrer Interessen, und es ist ...",https://youtube.com/shorts/I_axEX12W9k,"Ist Russland wirklich unser Feind? - Prof. Dr. Jörg Meuthen äußert sich",,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/1025305026306086/,2025-01-28T15:45:19+00:00,,page,7562946647096631,WerteUnion,WerteUnionFoerderverein,,0,0,15,0,46,0,46,0,6,2012,2025-01-31,0,page,7562946647096631,WerteUnion,WerteUnionFoerderverein,"Ist Russland wirklich unser Feind? - Prof. Dr. Jörg Meuthen äußert sich"
,videos,2025-01-28T15:24:14+00:00,586986054318833,false,,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/586986054318833/,2025-02-01T21:33:33+00:00,"[{""id"":""586986054318833"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZs7W6a0YMYtAY4grp1CLopLZxOAjiz1g-oFtiqhSH2m6X9jj15R_Uv_JzEtJDDFcWIemoQchW1HzFP0LNVFI7AUrDhNGqopYstYW3DLMeuL13QhkHJDKvBmH6EKoBDBdMqCAtwMGECZt3tuFtTk""}]",page,390737896761994,"Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit",BSW.Bund,,0,0,0,0,2,0,2,0,0,,,0,page,390737896761994,"Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit",BSW.Bund,
,videos,2025-01-28T15:04:06+00:00,1641900063083713,false,,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/1641900063083713/,2025-02-02T23:38:07+00:00,"[{""id"":""1641900063083713"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZvmmYe7vM4t2lMHxnxCIh2u5MokwuY12eihXOkTkEJz4PxPcu8a_VouhWI2C4GLyFIn0UoSLl5LRVxZ5RnAoijumvfXvYvcxAaYRm0y9AkqpenGIlZYZnocvZcH8-33PlH90jtQFagLjAHrS9BIwg""}]",page,1089863868701230,"Die Linke",linkspartei,,0,0,1,0,1,0,1,0,0,,,0,page,1089863868701230,"Die Linke",linkspartei,
,photos,2025-01-28T15:00:23+00:00,933420838858255,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/933420838858255/,2025-01-28T16:13:06+00:00,"[{""id"":""1787086135472374"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZt0QCFgcyeCEB3iXOCjC_eBTs-V37DSufTrSMMy2Qha_8cyRF7Fc8Pl5AQ3lEDDbzyjAo737DO5w3JBZxGH97eumk0JLu4ya5I7XU4BmeEF7ITI3WjsvD5kfRGuFcBpRD-Nni5T2vkccfTmwGk8ZA""}]",page,923796432470348,"CSU (Christlich-Soziale Union)",CSU,,22,0,159,41,82,0,147,0,5,8954,2025-01-31,2,page,923796432470348,"CSU (Christlich-Soziale Union)",CSU,"📺 TV-Tipp: Heute Abend um 20:15 Uhr ist Alexander Dobrindt, CSU-Spitzenkandidat zur Bundestagswahl, zu Gast bei „Wie geht's, Deutschland?“ im ZDF. Thema der Sendung: Wie ist die Stimmung in Deutschland im Bundestagswahljahr 2025? Was beschäftigt die Wählerinnen und Wähler? Und welche Lösungen bieten Politikerinnen und Politiker für die drängendsten Probleme im Land?"
,albums,2025-01-28T14:40:40+00:00,1181502193359274,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/1181502193359274/,2025-01-31T10:08:32+00:00,"[{""id"":""1250560039363685"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZvxtnDDbu77_34dIZgcc3YirqsdQs3Sro_HTmUNFQy7MR5DrlIr1iZZTB4Ep6fv0KQGCz-4K3PobF9ftDrxO3FehF0Ahg1CHtduisKswEwrA6yAtgGGrVxDAfrFqg_yK14l8IKCjMaqzULybRC-qA""},{""id"":""2006974503141839"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZuFksLp8tEoiYSfymWdRAt4Q2uPuyiJh1L-IdBf2WL9F0iCBJJtnrb92o8a_CFdlqHSPF3AIP8zIcGkH6PswqkiXuASPr7OEXmCs8VA4CvU5nNLUYnagcbD7BS3IbMJKROtQJ0QXYQabJUITcG2yw""},{""id"":""2334916406874186"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZtwtJ5N14h1mRIyAybwg10-Z2Q73zdLGMozU13ZKKHRYlZ3yVuSRir_EdvM5jtNVJQOk0ipC34tpzSwEqN-5uzMNqbJ9cBv6Ew6FQa_1AWprMjU0LptZB_ubW6vNWeAhCQaKB12Qy4OFDG7fmeDXw""},{""id"":""1595104457854974"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZuDLO_4jCsbYeU2JqYkwnnTPcJIb8wIvNFeQQU85UnK5STCdhmyC0M9p1ZyLzXF6toAD5M9VdivMTIeDwkc5RsYawhKsTqXaGE5GXN4MOicmN4YMUp71ng6tpOsUmOQV7VSdI5uwVpy9PPakWzVSg""},{""id"":""595173496560702"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZt0HaYlPcBQmqA1-OlVFZnh8eP4uJgDYHn1nyY68SyM8ZESwwfw7c-4JbsEWrGKu82WzYj_e7pUnjqYPkvUMD04_2TPT0xnIMf7B0d9NngGa9HnCbHIJS7FnBt09PkmaZwWToloFaOEdq0gWsho""},{""id"":""1157701859302572"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZsUXLwZEygIx3pNyY9oFUfNyByOHQanxW28R_Ut1QeFzJXVP7iWQ85sjIo6haeWF196g-9dRTwILXs6PUBR9F8VZGgyXJ1omohFWzK4H18LT9muRhimefXclBRi67-CtOnrd5oZ6Bub5VXe7lEHUw""}]",page,1488921141683197,"BÜNDNIS 90/DIE GRÜNEN",B90DieGruenen,,7,0,206,198,670,30,912,3,78,23111,2025-02-01,4,page,1488921141683197,"BÜNDNIS 90/DIE GRÜNEN",B90DieGruenen,"User*innen berichten: Auf den Social Media Plattformen sind ein paar Dinge seit Trumps Amtseinführung mindestens weird: Hashtags verschwunden, Algorithmen irgendwie anders, Inhalte eingeschränkt. 📱❓

Die Bilder von Trumps Amtseinführung mit Musk, Zuckerberg und Chew in der zweiten Reihe lassen vermuten: Das ist kein Zufall. Doch wie viel Einfluss haben die Plattformen auch auf uns in Europa? Zum Glück nicht so viel – Dank strenger Regeln und hoher Strafen bei Verstößen.

Nichts desto trotz sollten wir den Boys-Club rund um den neuen US-Präsidenten nicht aus den Augen lassen. Wir schützen unsere Meinungsfreiheit und Demokratie vor fremder Einflussnahme – offline wie online. 🇪🇺"
,photos,2025-01-28T14:20:29+00:00,9732252326784883,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/9732252326784883/,2025-01-29T05:22:01+00:00,"[{""id"":""610013851914757"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZtUBn0sucnCSekH60REnhlk11WP-quAlY12j33rcSqLqT3E-MbZbhJQqnOcunpcD8gheTbXAaDysihMpbdz36ojDy-YI5ecW253Xu9ebVrKXXQIqARTBrZLurJcsMLbqf_5P8BJsrX6P0eHr5AQ""}]",page,1089863868701230,"Die Linke",linkspartei,,59,0,342,112,381,23,577,1,26,51957,2025-02-01,1,page,1089863868701230,"Die Linke",linkspartei,"Wenn du einen Wunsch frei hättest, um diese Welt ein bisschen besser zu machen - welcher wäre das? 🤷‍♀️ 

Diese Frage stellt Jan van Aken, Parteivorsitzender und Spitzenkandidat der Linken, Menschen mit ganz unterschiedlichen Perspektiven.🎙️ 

Sei es der gemeinsame Kampf für die Verbesserung von Arbeitsbedingungen, die Abschaffung von Armut in Deutschland oder einfach der Wunsch, den Rechten auf TikTok nicht das Feld zu überlassen: Jeder Gast bringt seinen eigenen Wunsch mit...und Jan hört zu. 🎧"
,videos,2025-01-28T14:05:56+00:00,1312558793122056,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/1312558793122056/,2025-01-29T09:42:02+00:00,"[{""id"":""1321671372479215"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZso-ASl5m0M5feuytFGaA8iExiBesWQYc-wlZRLnluWUdt3UIj6Vprm-j2TKiyz8S4pd8hOKThUIXlKpPH0FEUK9kxv2FuY0ZRDyeVXS4dqB-0c5ztwvArj32sj-sXrG-TTavWYclv71cKBrmLi_Q""}]",page,1555246815243984,DieBasis,diebasispartei,,0,0,8,4,37,1,42,0,24,1264,2025-02-01,0,page,1555246815243984,DieBasis,diebasispartei,"Willst Du Frieden? Überall auf der Welt?

Willst Du Deine Stromrechnung ohne Sorgen bezahlen können?

Willst Du wissen, was in der Welt wirklich los ist?

Ganz ohne Filter und Zensur?

Willst Du echte Demokratie mit Bürgerbefragungen und Volksabstimmungen?

Willst Du gefragt werden, was Du wirklich willst?

**Dann bist Du bei uns genau richtig! Denn wir wollen Deine Meinung hören!** Mit unserem Bürgerkabinett machen wir mit Dir gemeinsam Deine Anliegen zu echten politischen Forderungen.

🟩🟩🟦🟦🟥🟥🟧🟧

Am 23. Februar diebasis wählen! Für eine Politik, die den Menschen in unserem Land dient, statt parteipolitischen Interessen oder Interessen von Lobbyverbänden.

Unsere Demokratie braucht Dich!

Mehr Informationen:

Bürgerkabinett: https://diebasis-partei.de/burgerkabinett/

Wahlprogramm: https://diebasis-partei.de/wahlprogramm-2025

Wahlwerbespot auf YouTube: https://youtu.be/gUpVk_c24TA

#diebasis #dubistdiebasis #demokratie #bundestagswahl #bundestagswahl2025 #wahlwerbespot"
,videos,2025-01-28T13:46:50+00:00,1143989093841266,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/1143989093841266/,2025-01-29T04:22:35+00:00,"[{""id"":""499130666539823"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZvwIIHLCgXds3J1ckSy7o1Gl_q7dBbY5SnES-C3B7ztWL_ltZulLcqRhJN2CG_Jtslu1UqdUE7d1nf5Btwsk_T0XIg4BekOIuvZwJBdTHSQD1COBd0jYJuf59hYHXzOG9DUznhzlB9SuRvWXZFe""}]",page,228685293586150,"Christian Lindner",lindner.christian,,23,0,227,66,360,3,453,0,32,11084,2025-02-01,1,page,228685293586150,"Christian Lindner",lindner.christian,"Wir müssen dafür sorgen, dass wir die Weltoffenheit in unserem Land erhalten. Das ist nur möglich, wenn sich die Menschen wieder sicher fühlen. Der Staat muss deshalb wieder mehr Kontrolle und Konsequenz beim Zugang nach Deutschland finden. TL #jetztFDP"
,videos,2025-01-28T13:39:30+00:00,974611031215036,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/974611031215036/,2025-01-28T14:29:53+00:00,"[{""id"":""625574026527125"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZsVUFelEt5H5kQDjcYg-giHdqbUx_gSjQHno_SeC_Qk1v3lgg6UgaHVeLyv6VXnMz5HN4TNFQXpTR1vLNVbpSTnx7tTOcMHZg3I2pvwNv9xbq-4xfFbeVOSebmmaVjSGRPs9n5k7fpT5RDyosXx""}]",page,2590514261105616,FDP,FDP,,7,0,93,33,212,1,254,1,15,276677,2025-02-01,0,page,2590514261105616,FDP,FDP,"Unsere Wirtschaft braucht Planungssicherheit! Wieso das so ist, erklärt Christian Lindner in der vierten Folge ""Wirtschaftswende vor Ort"". Die Folge findet Ihr auf unserem Youtube-Account unter youtube.de/fdp."
,photos,2025-01-28T11:59:49+00:00,1334790490871173,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/1334790490871173/,2025-01-28T20:13:59+00:00,"[{""id"":""1605904533385683"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZuf6Im-kTjPYxyCTMBs58yyBggBBmHl40XKr3qv6xLn3yX7-ABvPP9nChrgu0SzF7JmODgGuNZpKFDUKgHXW-AZszNSniZnLD5ucU53w7cI_v_fbS9Y2M0bpTapb_GM08vMmf80-inmu8a2-MpANQ""}]",page,320290480623589,SPD,SPD,,39,0,1115,583,689,21,1340,5,588,60239,2025-02-01,3,page,320290480623589,SPD,SPD,"Gemeinsame Sache mit der AfD von Weidel und Höcke ist für uns niemals eine Option. Noch kann die CDU diesen Irrweg beenden. Es gilt: #mittestattmerz"
,videos,2025-01-28T11:43:29+00:00,632376565992107,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/632376565992107/,2025-01-28T17:19:03+00:00,"[{""id"":""955382023392623"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZscobfNYv7b_s9sEW4Cy1WQcPRRhsb4ZJqX_ZY5YysSJqAzo0j1ylIxhuCCQ8cXQIBnsJFKOVJHT8drKnE7ayW0aBtgKVX2YTUa1loNgUy10HFtgRKnHvU80iNMj7-KZpmDYOS2z1y2hY4KUj_E""}]",page,1089863868701230,"Die Linke",linkspartei,,12,0,155,75,545,20,656,2,175,10849,2025-02-01,2,page,1089863868701230,"Die Linke",linkspartei,"Es waren die Konservativen, die 1933 die Schlüssel zur Macht an die Nazis übergaben. In dem irrigen Glauben,  die Nazis einhegen zu können, kam es am 30.1.1933 zu der Machtübertragung an Hitler.

In dieser Woche will die Union mit den Stimmen der AfD zum ersten Mal einen Antrag im Parlament durchbringen. Dies ist ein Dammbruch, ein erster Schritt, um in Zukunft auch Koalitionen zu ermöglichen.

Diese Abläufe der Normalisierung können überall in Europa beobachtet werden. Momentan sehen wir in Österreich, dass die Konservativen lieber Juniorpartner in einer Regierung mit der extremen Rechten sein wollen, als mit den Sozialdemokraten zu regieren.

Wir stehen als Linke fest und geschlossen gegen diesen Kurs und werden nicht mitmachen bei dem Bruch des humanitärem Völkerrechts. Wir werden niemals nach unten treten. Wir legen uns mit den Reichen und den Rechten an. Versprochen."
,photos,2025-01-28T11:28:13+00:00,584101374519850,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/584101374519850/,2025-01-28T22:41:01+00:00,"[{""id"":""1378024266900856"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZsN_psrg7diNzz8Ow9zpX620f5y_92G-6CRNbcooxy4IgEY2OIPagQs9ATcRdKrTeNj3AziTYTk3XrjHQIp6yEiz8arcWIv_Mxh4AXW-1kW7M635E_WVi-cSGWu_CkAybtQQ5nYFmPOw1VoRCujhg""}]",page,3597025993914031,"FREIE WÄHLER Bundesvereinigung",freie.waehler.bundesvereinigung,,0,0,3,0,109,1,111,1,26,2261,2025-01-31,0,page,3597025993914031,"FREIE WÄHLER Bundesvereinigung",freie.waehler.bundesvereinigung,"Bodengebundenes Jagdrecht erhalten

Wir stehen zum bewährten Jagdrecht mit Jagdgenossenschaften und zum Revierjagdsystem. Wir danken den vielen Jägerinnen und Jägern, dass sie viel Zeit, Geld und Herzblut zum Schutz von Wild, Wald und Natur einbringen. 

Die enge, vertrauensvolle Zusammenarbeit zwischen Jägern, Wald- und Grundbesitzern muss unterstützt werden. Vorstöße zur Beschneidung des Jagdrechts und zur Gängelung von Jägern, Wald- und Grundbesitzern lehnen wir ab."
,videos,2025-01-28T11:18:35+00:00,1010211097794432,false,,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/1010211097794432/,2025-02-02T23:38:07+00:00,"[{""id"":""1010211097794432"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZstygKtywGxQ-ITCJpfxxWvVTOO5qMK_hNPXERDN2u9rB87vUAuMU13dWoezPUOZNyJ_aN14gIE7iRtdLPRw0U3AoQrvRnX_yy6eYLGPiFKTEZDzR5-B1ugUltPqI-H3ePTSWzUoAKdalIsppoZrg""}]",page,1089863868701230,"Die Linke",linkspartei,,0,0,0,0,1,0,1,0,0,,,0,page,1089863868701230,"Die Linke",linkspartei,
,photos,2025-01-28T11:00:12+00:00,469694136209424,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/469694136209424/,2025-01-28T20:52:23+00:00,"[{""id"":""1595094184708807"",""type"":""photo"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZvyEeY-vf8FGdt3qdHHUIZRhVA0RFRmNPOtn8FiddcBl0KgwdFDADM62f5dYIlIdEvt1y_BG-Y5E6uDODL1a9dUc49P1vq-8sURMLO6DdILv4CEj3iFzNa4lRyhFzIYc4GKEKRcnPGL2L22r_d-_w""}]",page,1539608546867891,"Markus Söder",markus.soder.75,,44,0,929,222,1577,15,1867,4,95,57751,2025-02-01,5,page,1539608546867891,"Markus Söder",markus.soder.75,"Deutschland braucht endlich einen grundlegenden Kurswechsel in der Migrationspolitik! Die unkontrollierte Zuwanderung überfordert unser Land und gefährdet die Sicherheit der Bürger. Wir wollen die Kontrolle zurückgewinnen, illegale Migration stoppen, Grenzkontrollen an allen deutschen Grenzen durchführen und Zurückweisungen konsequent durchsetzen. Für uns gilt: Klare Regeln – für eine sichere Zukunft in ganz Deutschland!"
,videos,2025-01-28T10:39:30+00:00,1699745100608462,false,de,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/1699745100608462/,2025-01-28T10:44:18+00:00,"[{""id"":""1157538542435604"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZtbUpPSR9NFi5YjtMpZCmiiuWuDkFZuJAIYw7kpwCSe3kh48jTLh6ujQIpVz4ZriAXmmstRUt81Cd8-HRnukLnFHe0igRXSPbF4KFa7qrCZAGN2bP1DTxUN5BB9J6-jVHlZMgrRVcRN1ZD52ZFjpw""}]",page,392030636531909,"Olaf Scholz",olafscholz,,23,0,394,120,182,24,351,1,40,15775,2025-02-01,1,page,392030636531909,"Olaf Scholz",olafscholz,"6 Minuten für meine Stimme - 
Bäckermeister Hermann Leimgruber aus Tübingen und ich haben den Auftakt der MoMa-Reihe gemacht. Er findet den Mindestlohn zu hoch und sagt, dann müssen die Brötchen auch teurer werden. Ich sage: Wenn der Mindestlohn bei 15 € liegt, ist allen geholfen. 

Es ist wichtig, dass die Menschen, die tagtäglich hart arbeiten, auch von ihrem Lohn ein gutes Leben führen können und später eine auskömmliche Rente haben. Genau darum geht es. Gerade in Ostdeutschland und für viele Frauen hat der gesetzliche Mindestlohn eine entscheidende Bedeutung. 

Auch wenn wir bei den Lösungen nicht immer einer Meinung waren, wir sind uns einig darin, dass diejenigen die mit anpacken und hart arbeiten - gut davon leben können müssen. 

Danke für das Interview und die Begegnung an Hermann Leimgruber und an das Team des Morgenmagazins."
,videos,2025-01-28T09:56:04+00:00,476887012136488,false,,,,,,,https://www.facebook.com/transparency-tools/content-library/dataset/1119037145491882/facebook/post/476887012136488/,2025-02-03T12:46:27+00:00,"[{""id"":""476887012136488"",""type"":""video"",""url"":""https://lookaside.facebook.com/mcl/multimedia/lookaside/?download_info=AZu5R8-fDchACQf6LP3pRn0p2oAYl_H7uLlrXllDqOlw3uoSixiu3IA253z8QM3_9X16-Z2XaHp2c4Q2-UzISCFhVmh8ZuDajBSGMNXt5_mk0JSu1kB0aRIWO883cZutCMKURa-rffrD_ELTVOE4""}]",page,390737896761994,"Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit",BSW.Bund,,0,0,0,0,1,0,1,0,0,,,0,page,390737896761994,"Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit",BSW.Bund,
